"xception","predictions","1","500","10","0.7592592556492176","5","0.6677559976484261","2","0.8333333134651184","7","0.841666579246521"
"xception","predictions","1","1000","10","0.7995642625428493","1","0.6666666767955606","2","0.8333333134651184","8","0.8416666984558105"
"xception","predictions","1","1500","10","0.8287581589486864","1","0.6666666767955606","1","0.8366666555404663","4","0.8416666984558105"
"xception","predictions","3","500","10","0.9533769035651014","1","0.6666666767955606","3","0.8366666555404663","3","0.8416666984558105"
"xception","predictions","3","1000","10","0.9631808259128745","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"xception","predictions","3","1500","9","0.9583877855656193","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"xception","predictions","4","500","10","0.9533769018509809","1","0.6666666767955606","1","0.8333333134651184","4","0.841666579246521"
"xception","predictions","4","1000","10","0.9572984761661953","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"xception","predictions","4","1500","10","0.9723311619041792","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"vgg16","predictions","1","500","10","0.6825708281760122","1","0.6666666767955606","10","0.8366666555404663","1","0.8333333134651184"
"vgg16","predictions","1","1000","10","0.6954248560799493","1","0.6666666767955606","2","0.8333333134651184","1","0.8333333134651184"
"vgg16","predictions","1","1500","10","0.7080610169304742","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"vgg16","predictions","3","500","10","0.7324618678466946","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"vgg16","predictions","3","1000","10","0.7577341914956086","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"vgg16","predictions","3","1500","10","0.7612200305352803","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"vgg16","predictions","4","500","10","0.7291938984316159","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"vgg16","predictions","4","1000","10","0.7581699306668799","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"vgg16","predictions","4","1500","10","0.7468409558526831","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"vgg19","predictions","1","500","10","0.6766884732869716","8","0.6677559972588533","1","0.8333333134651184","1","0.8333333134651184"
"vgg19","predictions","1","1000","10","0.6882353124275706","6","0.6677559972588533","1","0.8333333134651184","7","0.8416666984558105"
"vgg19","predictions","1","1500","10","0.6928104633599325","8","0.6677560097251842","1","0.8333333134651184","7","0.841666579246521"
"vgg19","predictions","3","500","10","0.7187363845850128","1","0.6666666767955606","1","0.8333333134651184","6","0.8416666984558105"
"vgg19","predictions","3","1000","10","0.7440087104934493","1","0.6666666767955606","1","0.8333333134651184","7","0.8333333730697632"
"vgg19","predictions","3","1500","9","0.722657944330203","1","0.6666666767955606","1","0.8333333134651184","6","0.8666666746139526"
"vgg19","predictions","4","500","10","0.7291939006911383","6","0.6677560132313398","5","0.8366666173934937","8","0.8583332896232605"
"vgg19","predictions","4","1000","10","0.7206971717815773","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"vgg19","predictions","4","1500","10","0.7211329015251858","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"resnet50","fc1000","1","500","10","0.6786492509779587","1","0.6666666767955606","2","0.8333333134651184","1","0.8333333134651184"
"resnet50","fc1000","1","1000","10","0.6928104771508111","8","0.6666666834182988","1","0.8333333134651184","1","0.8333333134651184"
"resnet50","fc1000","1","1500","10","0.6989106914576362","7","0.6666666834182988","1","0.8333333134651184","1","0.8333333134651184"
"resnet50","fc1000","3","500","10","0.7278867180051367","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"resnet50","fc1000","3","1000","10","0.745751635077732","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"resnet50","fc1000","3","1500","9","0.7413943510429531","1","0.6666666767955606","1","0.8333333134651184","1","0.8333333134651184"
"resnet50","fc1000","4","500","10","0.7239651449365554","7","0.6666666834182988","1","0.8333333134651184","1","0.8333333134651184"
